event_id,date,family,variant,service,platform,location_id,event_type,result,source_type,source_url,confidence,notes
MTI-2022-0030,2022-10-14,K-15,SLBM,Indian Navy,INS Arihant,LOC-006,Training Launch,Success,Official,https://pib.gov.in/PressReleasePage.aspx?PRID=1867778,High,Training launch. Fired from INS Arihant. Fired in Bay of Bengal.
MTI-2022-0029,2022-09-27,VSHORAD,Base,DRDO,Ground Launcher,LOC-001,Development Test,Success,Official,https://pib.gov.in/PressReleasePage.aspx?PRID=1862617,High,"Maiden flight tests. Two successful flight test from a ground based portable launcher. Fired at Integrated Test Range, Chandipur, Odisha."
MTI-2022-0028,2022-09-08,QRSAM,Base,Indian Army,Ground Launcher,LOC-001,Development Test,Success,Official,https://pib.gov.in/PressReleasePage.aspx?PRID=1857724,High,"Evaluation trials by Indian Army. Six flight tests successfully conducted under various conditions in final deployment configuration. Fired at Integrated Test Range, Chandipur, Odisha."
MTI-2022-0027,2022-08-23,VL-SRSAM,Base,Indian Navy,INS Rana,LOC-001,Technology Demonstration,Success,Official,https://pib.gov.in/PressReleasePage.aspx?PRID=1853841,High,"Flight test from a modified Indian Naval Ship, INS Rana against a high speed unmanned aerial target for demonstration of vertical launch capability. Fired at Integrated Test Range, Chandipur, Odisha."
MTI-2022-0026,2022-08-04,SAMHO,Base,Indian Army,Arjun MBT,LOC-008,Development Test,Success,Official,https://pib.gov.in/PressReleasePage.aspx?PRID=1848497,High,"Flight tested at two ranges. Fired in conjunction with Indian Army. Successfully test fired from Arjun MBT. Fired at KK Ranges at Ahmednagar, Maharashtra ."
MTI-2022-0025,2022-06-28,SAMHO,Base,DRDO,Arjun MBT,LOC-008,Development Test,Success,Official,https://pib.gov.in/PressReleasePage.aspx?PRID=1837753,High,"Minimum range flight test. Successfully test fired from Arjun MBT. Fired at KK Ranges at Ahmednagar, Maharashtra ."
MTI-2022-0024,2022-06-24,VL-SRSAM,Base,Indian Navy,INS Rana,LOC-001,Development Test,Success,Official,https://pib.gov.in/PressReleasePage.aspx?PRID=1836721,High,"Flight test from a modified Indian Naval Ship, INS Rana. Fired at Integrated Test Range, Chandipur, Odisha."
MTI-2022-0023,2022-06-15,Prithvi,II,DRDO,Ground Launcher,LOC-002,Training Launch,Success,Official,https://pib.gov.in/PressReleasePage.aspx?PRID=1834376,High,"Training launch. Fired at Dr APJ Abdul Kalam Island, Odisha."
MTI-2022-0022,2022-06-06,Agni,4,SFC,Ground Launcher,LOC-002,Training Launch,Success,Official,https://pib.gov.in/PressReleasePage.aspx?PRID=1831654,High,"Training launch. Fired under aegis of the Strategic Forces Command. Fired at Dr APJ Abdul Kalam Island, Odisha."
MTI-2022-0021,2022-05-18,NASM-SR,Base,DRDO,Sea King,LOC-001,Development Test,Success,Official,https://pib.gov.in/PressReleasePage.aspx?PRID=1826257,High,"Fired from a modified Sea King helicopter IN529. Maiden Flight Test at Integrated Test Range, Chandipur, Odisha."
MTI-2022-0020,2022-05-12,BrahMos,ALCM,DRDO,Su-30MKI,LOC-006,Development Test,Success,Official,https://pib.gov.in/PressReleasePage.aspx?PRID=1824795,High,Extended Range variant fired from a Su 30MKI. Fired in Bay of Bengal region.
MTI-2022-0019,2022-04-30,Akash,Mk1,DRDO,Ground Launcher,LOC-003,User Trial,Success,OSINT,https://twitter.com/SWComd_IA/status/1520339936662024192?s=20&t=8z98b050C4pEykSGEEtr9A,High,"Live firing of an in-service missile for user validation. Fired at Pokhran ranges at Jaisalmer, Rajasthan."
MTI-2022-0017,2022-04-27,BrahMos,Base,DRDO,Ground Launcher,LOC-004,User Trial,Success,OSINT,https://twitter.com/AN_Command/status/1519680674248155138?s=20&t=Kvk1MZz7fmpQPDWholU66g,High,Anti-Ship version fired under the aegis of ANC as part of user validation of in-service missile. Fired at Andaman and Nicobar Islands.
MTI-2022-0018,2022-04-27,Akash,Prime,Indian Army,Ground Launcher,LOC-003,Development Test,Success,OSINT,https://twitter.com/dd_vaishnav/status/1519556059240697856?s=20&t=AmdlHcd_OWb1G3SXwVNuPA,High,"Joint Indian Army and DRDO flight test. Fired at Pokhran ranges at Jaisalmer, Rajasthan."
MTI-2022-0015,2022-04-19,BrahMos,ALCM,Indian Navy,Su-30MKI,LOC-006,Development Test,Success,Official,https://twitter.com/IAF_MCC/status/1516404584784138241?s=20&t=eaPJF-ppXJwa4r2anPKbAg,High,Live firing from a Su 30MKI on a decommissioned Indian Navy ship in coordination with Indian Navy. Fired at Eastern seaboard.
MTI-2022-0016,2022-04-19,BrahMos,Base,Indian Navy,INS Delhi,LOC-UNK,Development Test,Success,Official,https://twitter.com/indiannavy/status/1516450775941414912,High,Fired from INS Delhi after MLU from an ‘Upgraded Modular Launcher’.
MTI-2022-0014,2022-04-11,HELINA,Base,DRDO,Ground Launcher,LOC-010,User Trial,Success,Official,https://pib.gov.in/PressReleasePage.aspx?PRID=1815644,High,"High Altitude trials for User Validation, at Ladakh ."
MTI-2022-0013,2022-04-09,Pinaka,Base,DRDO,Ground Launcher,LOC-003,Development Test,Success,Official,https://pib.gov.in/PressReleasePage.aspx?PRID=1815236,High,"Mk1 EPRS and Area Denial Munition, at Pokhran ranges at Jaisalmer, Rajasthan."
MTI-2022-0012,2022-04-08,SFDR,Base,DRDO,Ground Launcher,LOC-001,Development Test,Success,Official,https://pib.gov.in/PressReleasePage.aspx?PRID=1814813,High,"Fourth test. Booster tested at Integrated Test Range, Chandipur, Odisha."
MTI-2022-0011,2022-03-27,MRSAM,Base,Indian Army,Ground Launcher,LOC-001,Development Test,Success,Official,https://pib.gov.in/PressReleasePage.aspx?PRID=1810241,High,"Indian Army version at Integrated Test Range, Chandipur, against two targets."
MTI-2022-0010,2022-03-23,BrahMos,Base,IAF,Ground Launcher,LOC-004,User Trial,Success,OSINT,https://twitter.com/AN_Command/status/1506616013411917834,High,IAF’s BrahMos ER fired under the aegis of ANC as part of user validation of in-service missile. Fired at Andaman and Nicobar Islands.
MTI-2022-0008,2022-03-09,BrahMos,Base,DRDO,Ground Launcher,LOC-UNK,Development Test,Success,Official,https://pib.gov.in/PressReleasePage.aspx?PRID=1805148,Low,“Accidental” firing in Pakistan¹.
MTI-2022-0009,2022-03-09,BrahMos,Base,Indian Navy,INS Chennai,LOC-004,Development Test,Success,OSINT,https://twitter.com/AN_Command/status/1501519179245289474?s=20&t=Kvk1MZz7fmpQPDWholU66g,High,Fired from INS Chennai under the aegis of ANC (AN deployment of Western Fleet). Fired at Andaman and Nicobar Islands.
MTI-2022-0007,2022-03-05,BrahMos,Base,Indian Navy,INS Chennai,LOC-004,Development Test,Success,Official,https://twitter.com/indiannavy/status/1500015602865680390?s=20&t=buMfpLI-3jjb574rBDJZfw,High,ER variant fired from INS Chennai by Western Fleet. Fired at Andaman Sea
MTI-2022-0006,2022-02-18,BrahMos,Base,Indian Navy,INS Vishakhapatnam,LOC-006,Development Test,Success,OSINT,https://twitter.com/livefist/status/1494519413030416384?s=20&t=buMfpLI-3jjb574rBDJZfw,High,ER variant fired from INS Vishakhapatnam. Fired at Bay of Bengal.
MTI-2022-0005,2022-02-02,BrahMos,Base,DRDO,Ground Launcher,LOC-004,User Trial,Success,OSINT,https://twitter.com/AN_Command/status/1488750640461664256,High,User validation firing of an in service missile by ANC. Fired at Andaman And Nicobar Islands.
MTI-2022-0004,2022-01-20,BrahMos,Base,DRDO,Ground Launcher,LOC-001,Development Test,Success,Official,https://pib.gov.in/PressReleasePage.aspx?PRID=1791199,High,"Enhanced Capability(Range) and increased local content at Integrated Test Range, Chandipur, Odisha."
MTI-2022-0002,2022-01-11,MPATGM,Base,DRDO,Ground Launcher,LOC-UNK,Development Test,Success,Official,https://pib.gov.in/PressReleasePage.aspx?PRID=1789153,High,Flight tested in final deliverable configuration.
MTI-2022-0003,2022-01-11,BrahMos,Base,Indian Navy,INS Vishakhapatnam,LOC-UNK,Development Test,Success,OSINT,https://twitter.com/DRDO_India/status/1480812866940784643?s=20&t=buMfpLI-3jjb574rBDJZfw,High,ER variant fired from INS Vishakhapatnam.
MTI-2022-0001,2022-01-01,Astra,Mk2,IAF,Ground Launcher,LOC-UNK,Development Test,Success,OSINT,https://youtu.be/fIGIy0mxaAg?t=266,High,"Tested in 2022. The date and nature of test weren’t officially disclosed, but a video of a part of trial was released by Indian Air Force as part of a promotional video, thus confirming the trials with the missile."
MTI-2021-0024,2021-12-22,Pralay,Base,DRDO,Ground Launcher,LOC-002,Development Test,Success,Official,https://pib.gov.in/PressReleasePage.aspx?PRID=1784515,High,"Two flight tests at Dr APJ Abdul Kalam Island, Odisha."
MTI-2021-0023,2021-12-18,Agni-P,Base,DRDO,Ground Launcher,LOC-002,Development Test,Success,Official,https://pib.gov.in/PressReleasePage.aspx?PRID=1782960,High,"Second Flight test at Dr APJ Abdul Kalam Island, Odisha."
MTI-2021-0022,2021-12-13,SMART,Base,DRDO,Ground Launcher,LOC-002,Development Test,Success,Official,https://pib.gov.in/PressReleasePage.aspx?PRID=1780944,High,"Full range flight test. Fired at Dr APJ Abdul Kalam Island, Odisha."
MTI-2021-0020,2021-12-11,Pinaka,Base,DRDO,Ground Launcher,LOC-003,Development Test,Success,Official,https://pib.gov.in/PressReleasePage.aspx?PRID=1780412,High,"Mk1ER and ADM and indigenously developed fuses were tested at Pokhran ranges at Jaisalmer, Rajasthan."
MTI-2021-0021,2021-12-11,SANT,Base,DRDO,Ground Launcher,LOC-003,Development Test,Success,Official,https://pib.gov.in/PressReleasePage.aspx?PRID=1780481,High,"Flight test at Pokhran ranges at Jaisalmer, Rajasthan."
MTI-2021-0019,2021-12-08,BrahMos,ALCM,DRDO,Ground Launcher,LOC-001,Development Test,Success,Official,https://pib.gov.in/PressReleasePage.aspx?PRID=1779134,High,"Cleared for serial production. Fired at Integrated Test Range, Chandipur, Odisha."
MTI-2021-0018,2021-12-07,VL-SRSAM,Base,DRDO,Ground Launcher,LOC-001,Development Test,Success,Official,https://pib.gov.in/PressReleasePage.aspx?PRID=1778966,High,"Flight tested against an electronic target at very low altitude. Fired at Integrated Test Range, Chandipur, Odisha."
MTI-2021-0017,2021-11-03,SAAW,Base,DRDO,Ground Launcher,LOC-003,Development Test,Success,Official,https://pib.gov.in/PressReleasePage.aspx?PRID=1769241,High,"Two flight tests of two configurations (SatNav and EO versions). Fired at Chandan ranges at Jaisalmer, Rajasthan."
MTI-2021-0016,2021-10-29,Long,Range Bomb,DRDO,Ground Launcher,LOC-001,Development Test,Success,Official,https://pib.gov.in/PressReleasePage.aspx?PRID=1767567,High,"Fired at Integrated Test Range, Chandipur, Odisha."
MTI-2021-0015,2021-10-28,SAAW,Base,DRDO,Ground Launcher,LOC-003,Development Test,Success,Official,https://pib.gov.in/PressReleasePage.aspx?PRID=1769241,High,"Two flight tests of two configurations (SatNav and EO versions). Fired at Chandan ranges at Jaisalmer, Rajasthan."
MTI-2021-0014,2021-10-27,Agni,5,DRDO,Ground Launcher,LOC-002,Development Test,Success,Official,https://pib.gov.in/PressReleasePage.aspx?PRID=1767034,High,"Fired at Dr APJ Abdul Kalam Island, Odisha."
MTI-2021-0013,2021-09-27,Akash,Prime,DRDO,Ground Launcher,LOC-001,Development Test,Success,Official,https://pib.gov.in/PressReleasePage.aspx?PRID=1758711,High,"Maiden Flight Test at Integrated Test Range, Chandipur, Odisha."
MTI-2021-0012,2021-07-23,Akash,NG,DRDO,Ground Launcher,LOC-001,Development Test,Success,Unknown,"http://at integrated test range, chandipur./",Medium,"Flight test to prove all weather capability. Fired at Integrated Test Range, Chandipur, Odisha."
MTI-2021-0010,2021-07-21,MPATGM,Base,DRDO,Ground Launcher,LOC-UNK,Development Test,Success,Official,https://pib.gov.in/PressReleasePage.aspx?PRID=1737529,High,Minimum range flight test.
MTI-2021-0011,2021-07-21,Akash,NG,DRDO,Ground Launcher,LOC-001,Development Test,Success,Official,https://pib.gov.in/PressReleasePage.aspx?PRID=1737532,High,"Second flight test at Integrated Test Range, Chandipur, Odisha."
MTI-2021-0009,2021-06-28,Agni,P,DRDO,Ground Launcher,LOC-002,Development Test,Success,Official,https://pib.gov.in/PressReleasePage.aspx?PRID=1730828,High,"Maiden flight test. Fired at Dr APJ Abdul Kalam Island, Odisha."
MTI-2021-0007,2021-06-25,122,mm,DRDO,Ground Launcher,LOC-001,Development Test,Success,Official,https://pib.gov.in/PressReleasePage.aspx?PRID=1730350,High,"Flight test of enhanced range 122mm rockets at Integrated Test Range, Chandipur, Odisha."
MTI-2021-0008,2021-06-25,Pinaka,Base,DRDO,Ground Launcher,LOC-001,Development Test,Success,Official,https://pib.gov.in/PressReleasePage.aspx?PRID=1730354,High,"Enhanced Pinaka tested. Fired at Integrated Test Range, Chandipur, Odisha."
MTI-2021-0006,2021-03-05,SFDR,Base,DRDO,Ground Launcher,LOC-001,Development Test,Success,Official,https://pib.gov.in/PressReleasePage.aspx?PRID=1702670,High,"Third Flight test. Fired at Integrated Test Range, Chandipur, Odisha."
MTI-2021-0005,2021-02-22,VL-SRSAM,Base,DRDO,Ground Launcher,LOC-001,Development Test,Success,Official,https://pib.gov.in/PressReleasePage.aspx?PRID=1700039,High,"Two flight tests, for minimum and maximum range. Fired at Integrated Test Range, Chandipur, Odisha."
MTI-2021-0003,2021-02-19,HELINA,Base,Indian Army,Ground Launcher,LOC-UNK,User Trial,Success,Official,https://pib.gov.in/PressReleasePage.aspx?PRID=1699376,High,User trials by Indian Army. Five mission launches. Ready for induction.
MTI-2021-0004,2021-02-19,Dhruvastra,Base,IAF,Ground Launcher,LOC-UNK,User Trial,Success,Official,https://pib.gov.in/PressReleasePage.aspx?PRID=1699376,High,User trials by Indian Air Force. Five mission launches. Ready for induction
MTI-2021-0002,2021-01-25,Akash,NG,DRDO,Ground Launcher,LOC-001,Development Test,Success,Official,https://pib.gov.in/PressReleasePage.aspx?PRID=1692258,High,"Maiden flight test. Fired at Integrated Test Range, Chandipur, Odisha."
MTI-2021-0001,2021-01-22,SAAW,Base,DRDO,Hawk-i,LOC-001,Development Test,Success,Official,https://pib.gov.in/PressReleasePage.aspx?PRID=1691176,High,Captive and release trial from a Hawk(I). Fired off the coast of Odisha.
